[[4.440071176043976, 1.7210607511827063, 6.65], [6.172, 2.3981004051494565, 4.798511240869821]]
[[3.916641198345554, -2.321794848625462, 6.65], [6.172, -1.5724819983143024, 0.628868246931205]]
[[-0.00924690139396344, 1.5998117321102399, 6.65], [5.936073271617903, 3.137874757310309, -6.65]]
[[-3.8415737332863187, -2.136631792870447, 6.65], [-6.172, -3.4674865691386807, 4.123684537909459]]
[[-6.172, 5.770831011524695, 3.682481403230595], [-4.053073723006008, 6.172, -0.7300576685435232]]
[[-0.9868469401118962, -0.23182102277899025, 6.65], [-6.172, -1.2473296974797496, -1.5607242159433525]]
[[-3.6570180381631285, 2.6126350316122364, 6.65], [5.368003667789682, 5.222032419825014, -6.65]]
[[-6.172, 0.04414004032520595, 2.8878425861080093], [3.1726945305060905, 0.05883335758287086, -6.65]]
[[6.049297652917224, 0.5357107445160085, 6.65], [6.172, 0.5508354543322455, 6.495907424476454]]
[[-2.2486931977975257, -1.2913135931610569, 6.65], [-6.172, -3.0277440108149682, -0.33203243499716883]]
[[-4.0321642933256445, 0.9566638087183139, 6.65], [5.65201537019433, 1.6124287003969875, -6.65]]
[[1.4593117927785986, -0.5462067353348552, 6.65], [-6.172, -2.103188728748702, -3.3486563042758224]]
[[-2.7958543100040836, 0.36106226610714665, 6.65], [-6.172, -0.06048321934241335, 2.1158756048909364]]
[[-2.303285237774183, 3.8318938256270645, 6.65], [6.172, 5.770328644811176, -2.097014501889353]]
[[4.6213741440872775, 2.362146097008585, 6.65], [6.172, 3.181007508146508, 4.802976849541745]]
15
